open_time,open,high,low,close,up,down,AU,AD,RSI
2021-06-12 04:40:00,35221.0,35315.0,35220.5,35286.5,,,,,
2021-06-12 04:50:00,35286.5,35287.0,35120.0,35252.5,0.0,34.0,0.0,34.0,0.0
2021-06-12 05:00:00,35252.5,35330.0,35157.0,35262.5,10.0,-0.0,5.185185185185185,16.37037037037037,24.05
2021-06-12 05:10:00,35262.5,35384.0,35209.5,35369.5,107.0,-0.0,41.6672760511883,10.504570383912249,79.87
2021-06-12 05:20:00,35369.5,35481.5,35306.0,35387.5,18.0,-0.0,35.07742262810756,7.579705733130391,82.23
2021-06-12 05:30:00,35387.5,35446.0,35350.0,35350.0,0.0,37.5,26.985630303066703,14.481832211420096,65.08
2021-06-12 05:40:00,35350.0,35350.5,35040.5,35046.5,0.0,303.5,21.615676315069933,71.9944507898874,23.09
2021-06-12 05:50:00,35046.5,35169.5,35002.0,35161.5,115.0,-0.0,38.09618355210094,59.288837894173035,39.12
2021-06-12 06:00:00,35161.5,35211.0,35107.0,35155.5,0.0,6.0,32.01209676111431,50.77843384554791,38.67
2021-06-12 06:10:00,35155.5,35357.5,35155.5,35285.5,130.0,-0.0,46.391731173433435,43.32674551878568,51.71
2021-06-12 06:20:00,35285.5,35309.0,35214.0,35280.0,0.0,5.5,40.060647819881,38.164526459148796,51.21
2021-06-12 06:30:00,35280.0,35280.0,35133.5,35200.0,0.0,80.0,34.92743954976196,43.52515366941745,44.52
2021-06-12 06:40:00,35200.0,35261.5,35089.0,35261.5,61.5,-0.0,38.149618010964915,38.247310273904944,49.94
2021-06-12 06:50:00,35261.5,35298.5,35222.0,35289.0,27.5,-0.0,36.91954523699753,33.82959547916079,52.18
2021-06-12 07:00:00,35289.0,35551.0,35288.5,35419.5,130.5,-0.0,47.27216061640357,30.08709613649775,61.11
2021-06-12 07:10:00,35419.5,35420.0,35300.0,35388.0,0.0,31.5,42.23980300536035,30.237506809893127,58.28
2021-06-12 07:20:00,35388.0,35390.0,35330.0,35357.0,0.0,31.0,37.895336133306586,30.315931096203492,55.56
2021-06-12 07:30:00,35357.0,35470.5,35357.0,35465.0,108.0,-0.0,44.88609527233155,27.292860152281264,62.19
2021-06-12 07:40:00,35465.0,35485.0,35376.0,35420.0,0.0,45.0,40.53324720642868,29.01001752520885,58.28
2021-06-12 07:50:00,35420.0,35423.5,35193.0,35250.0,0.0,170.0,36.70043471302703,42.34199074516227,46.43
2021-06-12 08:00:00,35250.0,35261.5,35117.0,35204.5,0.0,45.5,33.3085109851659,42.63385994529703,43.86
2021-06-12 08:10:00,35204.5,35383.5,35204.5,35264.5,60.0,-0.0,35.72466586204308,38.774576989232685,47.95
2021-06-12 08:20:00,35264.5,35398.5,35264.0,35299.0,34.5,-0.0,35.615884179676925,35.33040184835934,50.2
2021-06-12 08:30:00,35299.0,35319.5,35183.0,35319.5,20.5,-0.0,34.29616584869085,32.24582019860891,51.54
2021-06-12 08:40:00,35319.5,35319.5,35167.0,35170.5,0.0,149.0,31.348680577514713,42.279922168814615,42.58
2021-06-12 08:50:00,35170.5,35209.0,35073.0,35165.0,0.0,5.5,28.693051058701247,39.16419783172007,42.28
2021-06-12 09:00:00,35165.0,35294.5,35038.0,35271.0,106.0,-0.0,35.15607164527042,35.88999001069902,49.48
2021-06-12 09:10:00,35271.0,35365.0,35205.0,35365.0,94.0,-0.0,40.01637866352733,32.92559971230471,54.86
2021-06-12 09:20:00,35365.0,35365.0,35227.5,35265.0,0.0,100.0,36.74766776911664,38.40452684861463,48.9
2021-06-12 09:30:00,35265.0,35283.0,35126.0,35146.5,0.0,118.5,33.77643158606739,44.8806539710507,42.94
2021-06-12 09:40:00,35146.5,35207.0,35102.0,35198.0,51.5,-0.0,35.196089957270324,41.28571221739248,46.02
2021-06-12 09:50:00,35198.0,35240.0,35083.0,35226.5,28.5,-0.0,34.66434396087056,38.00715528040343,47.7
2021-06-12 10:00:00,35226.5,35261.5,35094.0,35100.5,0.0,126.0,31.933399970085205,44.939452363260344,41.54
2021-06-12 10:10:00,35100.5,35121.5,34573.5,34831.5,0.0,269.0,29.435972524463597,62.46264004992082,32.03
2021-06-12 10:20:00,34831.5,34941.5,34693.0,34924.0,92.5,-0.0,34.334836243095076,57.610492583931666,37.34
2021-06-12 10:30:00,34924.0,35815.0,34923.5,35588.5,664.5,-0.0,82.98241097167376,53.163070059940495,60.95
2021-06-12 10:40:00,35588.5,35887.0,35588.5,35825.0,236.5,-0.0,94.7656979635615,49.082523225854096,65.88
2021-06-12 10:50:00,35825.0,35825.0,35650.0,35667.5,0.0,157.5,87.5304694028977,57.360046014036634,60.41
2021-06-12 11:00:00,35667.5,35698.5,35565.5,35657.5,0.0,10.0,80.88035917414614,53.76187581592659,60.07
2021-06-12 11:10:00,35657.5,35665.5,35485.5,35509.5,0.0,148.0,74.76329933915792,60.88919634537466,55.11
2021-06-12 11:20:00,35509.5,35534.0,35446.5,35452.5,0.0,57.0,69.13254133580296,60.596283597517,53.29
2021-06-12 11:30:00,35452.5,35500.0,35412.0,35493.5,41.0,-0.0,67.02195550892368,56.05017253716598,54.46
2021-06-12 11:40:00,35493.5,35706.5,35460.5,35566.0,72.5,-0.0,67.43146256868263,51.86018441420215,56.53
2021-06-12 11:50:00,35566.0,35652.5,35531.5,35580.5,14.5,-0.0,63.487726806479714,47.99626579220406,56.95
2021-06-12 12:00:00,35580.5,35623.0,35510.0,35623.0,42.5,-0.0,61.9288038199965,44.43120690332412,58.23
2021-06-12 12:10:00,35623.0,35772.5,35587.5,35715.0,92.0,-0.0,64.15608117100554,41.14032947292858,60.93
2021-06-12 12:20:00,35715.0,35720.0,35589.5,35691.5,0.0,23.5,59.416748826438926,39.83720461689162,59.86
2021-06-12 12:30:00,35691.5,36196.0,35664.0,36196.0,504.5,-0.0,92.2157601906782,36.90152702510681,71.42
2021-06-12 12:40:00,36196.0,36200.0,35925.5,35994.5,0.0,201.5,85.4355551052974,49.00370349909199,63.55
2021-06-12 12:50:00,35994.5,36054.0,35900.0,36049.0,54.5,-0.0,83.16576402732395,45.40822352107638,64.68
2021-06-12 13:00:00,36049.0,36072.5,35860.0,35885.5,0.0,163.5,77.07559247439946,54.056002882665204,58.78
2021-06-12 13:10:00,35885.5,35928.5,35825.5,35918.5,33.0,-0.0,73.85376889319012,50.10463444911668,59.58
2021-06-12 13:20:00,35918.5,35918.5,35836.0,35863.0,0.0,55.5,68.46422541956737,50.49836597600228,57.55
2021-06-12 13:30:00,35863.0,35950.0,35857.5,35914.5,51.5,-0.0,67.22815878201783,46.818896746496165,58.95
2021-06-12 13:40:00,35914.5,36055.0,35904.5,36055.0,140.5,-0.0,72.55932690328875,43.41241199520621,62.57
2021-06-12 13:50:00,36055.0,36055.0,35970.5,36004.5,0.0,50.5,67.2870135955339,43.92741104704918,60.5
2021-06-12 14:00:00,36004.5,36005.0,35670.0,35728.5,0.0,276.0,62.40382123551762,60.769518205442495,50.66
2021-06-12 14:10:00,35728.5,35751.0,35509.0,35555.0,0.0,173.5,57.880189842360515,68.9413117962065,45.64
2021-06-12 14:20:00,35555.0,35723.0,35497.0,35694.0,139.0,-0.0,63.75430387333714,63.9490771478628,49.92
2021-06-12 14:30:00,35694.0,35742.5,35601.5,35637.5,0.0,56.5,59.14221451661915,63.41019887073056,48.26
2021-06-12 14:40:00,35637.5,35742.5,35591.0,35668.0,30.5,-0.0,57.072080562419735,58.82718711901455,49.24
2021-06-12 14:50:00,35668.0,35719.0,35611.5,35676.5,8.5,-0.0,53.56447421486507,54.57901383596419,49.53
2021-06-12 15:00:00,35676.5,35838.0,35676.5,35731.0,54.5,-0.0,53.63197964855036,50.64071511918338,51.43
2021-06-12 15:10:00,35731.0,35731.0,35320.0,35450.0,0.0,281.0,49.76483661525647,67.250810616665,42.53
2021-06-12 15:20:00,35450.0,35490.0,35412.5,35444.0,0.0,6.0,46.178960789491306,62.83729665706156,42.36
2021-06-12 15:30:00,35444.0,35536.0,35444.0,35505.5,61.5,-0.0,47.282247288083205,58.31230719275694,44.78
2021-06-12 15:40:00,35505.5,35529.0,35398.5,35414.0,0.0,91.5,43.879378302331844,60.70080133251992,41.96
2021-06-12 15:50:00,35414.0,35430.5,35350.0,35379.0,0.0,35.0,40.72311792168507,58.852132911609424,40.9
2021-06-12 16:00:00,35379.0,35538.5,35303.5,35450.0,71.0,-0.0,42.89985326647529,54.6209998149573,43.99
2021-06-12 16:10:00,35450.0,35534.0,35360.0,35519.0,69.0,-0.0,44.77543161663377,50.69588913405236,46.9
2021-06-12 16:20:00,35519.0,35605.0,35490.5,35524.5,5.5,-0.0,41.95428576712705,47.05441426463265,47.14
2021-06-12 16:30:00,35524.5,35552.5,35456.0,35457.5,0.0,67.0,38.941926999509235,48.486526835889535,44.54
2021-06-12 16:40:00,35457.5,35495.5,35416.5,35482.0,24.5,-0.0,37.905368532094585,45.00644277584847,45.72
2021-06-12 16:50:00,35482.0,35541.5,35443.5,35524.0,42.0,-0.0,38.19915607563709,41.77725539467817,47.76
2021-06-12 17:00:00,35524.0,35560.5,35455.0,35526.0,2.0,-0.0,35.602719777901555,38.78072193683012,47.86
2021-06-12 17:10:00,35526.0,35526.0,35437.0,35449.0,0.0,77.0,33.049824133891846,41.52123808540884,44.32
2021-06-12 17:20:00,35449.0,35500.0,35393.5,35460.0,11.0,-0.0,31.469176922754666,38.54477764816723,44.95
2021-06-12 17:30:00,35460.0,35801.0,35460.0,35784.5,324.5,-0.0,52.469775015708066,35.782394580506015,59.45
2021-06-12 17:40:00,35784.5,35786.0,35672.5,35700.5,0.0,84.0,48.71032697524521,39.23717558835025,55.39
2021-06-12 17:50:00,35700.5,35720.0,35672.5,35711.5,11.0,-0.0,46.00898776705617,36.42646220193525,55.81
2021-06-12 18:00:00,35711.5,35728.0,35659.0,35705.0,0.0,6.5,42.713859517579316,34.28315204028229,55.47
2021-06-12 18:10:00,35705.0,35901.5,35692.5,35833.0,128.0,-0.0,48.82082283640977,31.828287149227144,60.53
2021-06-12 18:20:00,35833.0,35833.0,35752.0,35796.5,0.0,36.5,45.32559831145352,32.16274864292808,58.49
2021-06-12 18:30:00,35796.5,35934.5,35771.0,35934.5,138.0,-0.0,51.95933779010672,29.860502375057536,63.5
2021-06-12 18:40:00,35934.5,35969.5,35884.0,35932.0,0.0,2.5,48.240596438792814,27.90230514040721,63.36
2021-06-12 18:50:00,35932.0,35984.0,35907.5,35908.0,0.0,24.0,44.78849522513967,27.62305585027174,61.85
2021-06-12 19:00:00,35908.0,35937.5,35876.5,35925.5,17.5,-0.0,42.83598495207714,25.646607538407757,62.55
2021-06-12 19:10:00,35925.5,35938.5,35803.5,35817.0,0.0,108.5,39.77141548023917,31.574099983371227,55.74
2021-06-12 19:20:00,35817.0,35847.0,35740.0,35768.0,0.0,49.0,36.92641378836317,32.82064136066778,52.94
2021-06-12 19:30:00,35768.0,35827.5,35699.5,35715.0,0.0,53.0,34.285203976325526,34.26399625411337,50.02
2021-06-12 19:40:00,35715.0,35800.0,35715.0,35727.0,12.0,-0.0,32.69138151869186,31.813458813392753,50.68
2021-06-12 19:50:00,35727.0,35766.0,35700.0,35733.5,6.5,-0.0,30.818361889415904,29.53838856594813,51.06
2021-06-12 20:00:00,35733.5,35873.5,35733.0,35837.0,103.5,-0.0,36.015593132472645,27.42619296998591,56.77
2021-06-12 20:10:00,35837.0,35899.0,35837.0,35889.5,52.5,-0.0,37.19424808833783,25.465187122194802,59.36
2021-06-12 20:20:00,35889.5,35955.0,35866.5,35866.5,0.0,23.0,34.5350076787205,25.288936073994044,57.73
2021-06-12 20:30:00,35866.5,36118.0,35866.5,35962.5,96.0,-0.0,38.92921316258514,23.480999923988623,62.38
2021-06-12 20:40:00,35962.5,36070.5,35962.5,36059.0,96.5,-0.0,43.04475954752429,21.802420393282542,66.38
2021-06-12 20:50:00,36059.0,36121.0,35963.0,35975.0,0.0,84.0,39.96781002629893,26.248462485374404,60.36
2021-06-12 21:00:00,35975.0,36018.5,35874.0,35874.5,0.0,100.5,37.11096295910357,31.555865794282884,54.04
2021-06-12 21:10:00,35874.5,36022.0,35874.0,35956.0,81.5,-0.0,40.28367454110439,29.30040661878095,57.89
2021-06-12 21:20:00,35956.0,35963.5,35870.5,35954.5,0.0,1.5,37.40452823026176,27.313461806318127,57.8
2021-06-12 21:30:00,35954.5,35968.5,35774.0,35774.0,0.0,180.5,34.73127519184561,38.26150467828798,47.58
2021-06-12 21:40:00,35774.0,35893.5,35748.0,35863.0,89.0,-0.0,38.609634814197605,35.52711437596772,52.08
2021-06-12 21:50:00,35863.0,35869.0,35769.5,35810.0,0.0,53.0,35.850467912531876,36.77578217410739,49.36
2021-06-12 22:00:00,35810.0,35969.0,35809.5,35921.0,111.0,-0.0,41.220705906536395,34.147759121871246,54.69
2021-06-12 22:10:00,35921.0,35942.5,35786.5,35786.5,0.0,134.5,38.27514013321898,41.31876989195725,48.09
2021-06-12 22:20:00,35786.5,35809.0,35605.5,35670.5,0.0,116.0,35.54014136961428,46.65521206562559,43.24
2021-06-12 22:30:00,35670.5,35729.0,35567.5,35608.5,0.0,62.0,33.00064575871098,47.75166301117254,40.87
2021-06-12 22:40:00,35608.5,35672.0,35600.5,35618.0,9.5,-0.0,31.321466961258373,44.33968953202927,41.4
2021-06-12 22:50:00,35618.0,35760.0,35618.0,35716.5,98.5,-0.0,36.121423334272265,41.17158558989669,46.73
2021-06-12 23:00:00,35716.5,35779.0,35707.5,35778.5,62.0,-0.0,37.97042596744512,38.22991027479181,49.83
2021-06-12 23:10:00,35778.5,35866.0,35778.5,35826.5,48.0,-0.0,38.68701587828564,35.498471441364536,52.15
2021-06-12 23:20:00,35826.5,35857.0,35800.0,35830.0,3.5,-0.0,36.17303289221657,32.96223609979009,52.32
2021-06-12 23:30:00,35830.0,35830.5,35707.5,35717.0,0.0,113.0,33.58864849679671,38.680538700634756,46.48
2021-06-12 23:40:00,35717.0,35762.0,35550.0,35550.5,0.0,166.5,31.18894515210175,47.81245684930475,39.48
2021-06-12 23:50:00,35550.5,35550.5,35436.5,35539.5,0.0,11.0,28.960720032303854,45.182472389327934,39.06
2021-06-13 00:00:00,35539.5,35610.0,35391.0,35499.5,0.0,40.0,26.891714930954254,44.81222738854195,37.5
2021-06-13 00:10:00,35499.5,35544.5,35440.5,35489.0,0.0,10.5,24.970548573079004,42.36093348289539,37.09
2021-06-13 00:20:00,35489.0,35502.0,35350.0,35462.5,0.0,26.5,23.18665379178284,41.22782916266724,36.0
2021-06-13 00:30:00,35462.5,35545.0,35430.0,35470.0,7.5,-0.0,22.06601275732986,38.282548560802745,36.56
2021-06-13 00:40:00,35470.0,35652.0,35453.5,35651.5,181.5,-0.0,33.45571911301689,35.54770516764839,48.48
2021-06-13 00:50:00,35651.5,35781.0,35618.0,35742.5,91.0,-0.0,37.566549194256375,33.008259483911345,53.23
2021-06-13 01:00:00,35742.5,35904.5,35730.0,35837.5,95.0,-0.0,41.66942444875952,30.650247399824362,57.62
2021-06-13 01:10:00,35837.5,35837.5,35743.0,35772.0,0.0,65.5,38.692709631478664,33.13978922373605,53.87
2021-06-13 01:20:00,35772.0,35772.5,35687.0,35739.5,0.0,32.5,35.92866240080133,33.094085326311244,52.05
2021-06-13 01:30:00,35739.5,35781.0,35720.5,35736.5,0.0,3.0,33.36208600120155,30.94430395386778,51.88
2021-06-13 01:40:00,35736.5,35751.5,35689.0,35731.5,0.0,5.0,30.978870015832616,29.090976200024656,51.57
2021-06-13 01:50:00,35731.5,35854.0,35717.0,35804.0,72.5,-0.0,33.94490752034536,27.012879421708107,55.69
2021-06-13 02:00:00,35804.0,35848.0,35783.5,35784.0,0.0,20.0,31.52008717469644,26.51192142990482,54.32
2021-06-13 02:10:00,35784.0,35784.0,35637.5,35646.5,0.0,137.5,29.268493644010814,34.440200254345,45.94
2021-06-13 02:20:00,35646.5,35646.5,35566.5,35624.0,0.0,22.5,27.17775009030216,33.587272973037145,44.73
2021-06-13 02:30:00,35624.0,35639.5,35535.0,35567.0,0.0,57.0,25.23636421683601,35.259712279397675,41.72
2021-06-13 02:40:00,35567.0,35588.5,35450.0,35519.5,0.0,47.5,23.433665020282913,36.1340678977394,39.34
2021-06-13 02:50:00,35519.5,35530.5,35415.5,35467.0,0.0,52.5,21.759744069714852,37.30312432138617,36.84
2021-06-13 03:00:00,35467.0,35467.0,35237.0,35266.0,0.0,201.0,20.20540098783941,48.99632739493738,29.2
2021-06-13 03:10:00,35266.0,35305.0,35158.0,35160.0,0.0,106.0,18.76209283322583,53.068202314090236,26.12
2021-06-13 03:20:00,35160.0,35189.5,34793.0,34946.5,0.0,213.5,17.421887103944336,64.52809734439415,21.26
2021-06-13 03:30:00,34946.5,35036.0,34896.5,34918.5,0.0,28.0,16.177418103139125,61.91884585904835,20.71
2021-06-13 03:40:00,34918.5,35085.0,34808.0,34911.5,0.0,7.0,15.021846425700891,57.99592920895585,20.57
2021-06-13 03:50:00,34911.5,34950.0,34856.0,34856.0,0.0,55.5,13.94882134250313,57.81764256088351,19.44
2021-06-13 04:00:00,34856.0,34954.0,34753.0,34954.0,98.0,-0.0,19.952664276367415,53.687682097671264,27.09
2021-06-13 04:10:00,34954.0,35010.0,34931.5,35000.0,46.0,-0.0,21.813242158951933,49.852736560898904,30.44
2021-06-13 04:20:00,35000.0,35000.0,34894.0,34964.0,0.0,36.0,20.25511151740923,48.86322875882752,29.3
2021-06-13 04:30:00,34964.0,34999.0,34882.0,34928.5,0.0,35.5,18.80828169596478,47.908688574615844,28.19
2021-06-13 04:40:00,34928.5,35050.5,34927.5,35022.5,94.0,-0.0,24.17924330035388,44.48656001239243,35.21
2021-06-13 04:50:00,35022.5,35248.0,35022.5,35178.0,155.5,-0.0,33.55949938951283,41.30888013961796,44.82
2021-06-13 05:00:00,35178.0,35200.0,35052.0,35052.5,0.0,125.5,31.162344346473066,47.32265183537655,39.7
2021-06-13 05:10:00,35052.5,35052.5,34822.0,34903.0,0.0,149.5,28.93642126827461,54.621169392977926,34.63
2021-06-13 05:20:00,34903.0,35067.5,34903.0,35017.0,114.0,-0.0,35.01249596047524,50.71959001017566,40.84
2021-06-13 05:30:00,35017.0,35151.0,34971.5,35100.0,83.0,-0.0,38.44022970993921,47.09670413776893,44.94
2021-06-13 05:40:00,35100.0,35100.5,34940.0,35036.0,0.0,64.0,35.694458188016334,48.304100367067484,42.49
2021-06-13 05:50:00,35036.0,35046.5,34924.0,34968.5,0.0,67.5,33.14481882776564,49.67525498725382,40.02
2021-06-13 06:00:00,34968.5,35017.0,34896.5,35016.5,48.0,-0.0,34.20591680174315,46.126976995039804,42.58
2021-06-13 06:10:00,35016.5,35069.5,34987.0,35042.0,25.5,-0.0,33.58405819815255,42.83215369782569,43.95
2021-06-13 06:20:00,35042.0,35100.0,35017.5,35081.5,39.5,-0.0,34.006630141246056,39.77268032550179,46.09
2021-06-13 06:30:00,35081.5,35144.0,35080.5,35122.0,40.5,-0.0,34.47044703526041,36.93174542475364,48.28
2021-06-13 06:40:00,35122.0,35222.0,35118.0,35166.5,44.5,-0.0,35.18685050444111,34.293738462907086,50.64
2021-06-13 06:50:00,35166.5,35379.0,35131.5,35350.5,184.0,-0.0,45.816455268006855,31.844164033755757,59.0
2021-06-13 07:00:00,35350.5,35352.5,35259.5,35259.5,0.0,91.0,42.54382442247432,36.06961561755777,54.12
2021-06-13 07:10:00,35259.5,35475.0,35240.0,35400.5,141.0,-0.0,49.576462065015114,33.49319483891118,59.68
2021-06-13 07:20:00,35400.5,35400.5,35321.0,35347.5,0.0,53.0,46.0352611074174,34.886547939128995,56.89
2021-06-13 07:30:00,35347.5,35419.5,35291.0,35357.5,10.0,-0.0,43.46129694721158,32.39463525946378,57.29
2021-06-13 07:40:00,35357.5,35358.0,35216.5,35262.5,0.0,95.0,40.35689962422095,36.866474352103715,52.26
2021-06-13 07:50:00,35262.5,35297.0,35252.5,35262.5,0.0,-0.0,37.47424758033476,34.233139813734276,52.26
2021-06-13 08:00:00,35262.5,35361.0,35246.5,35351.5,89.0,-0.0,41.154677858914305,31.78790265785282,56.42
2021-06-13 08:10:00,35351.5,35352.0,35140.0,35194.0,0.0,157.5,38.21504362980744,40.767382114031925,48.38
2021-06-13 08:20:00,35194.0,35374.5,35184.5,35374.5,180.5,-0.0,48.37830097076625,37.85541301967371,56.1
2021-06-13 08:30:00,35374.5,35769.0,35356.5,35625.0,250.5,-0.0,62.81562609097136,35.15144354014926,64.12
2021-06-13 08:40:00,35625.0,35625.0,35521.0,35543.5,0.0,81.5,58.32877808012424,38.46206768415357,60.26
2021-06-13 08:50:00,35543.5,35608.0,35520.0,35608.0,64.5,-0.0,58.76958124919767,35.714767142313185,62.2
2021-06-13 09:00:00,35608.0,35692.0,35548.5,35589.0,0.0,19.0,54.571739838626264,34.5208511710467,61.25
2021-06-13 09:10:00,35589.0,35631.0,35560.0,35585.0,0.0,4.0,50.673746196260566,32.340783535744336,61.04
2021-06-13 09:20:00,35585.0,35586.5,35508.5,35548.0,0.0,37.0,47.05418235531195,32.673585680978604,59.02
2021-06-13 09:30:00,35548.0,35655.0,35530.0,35637.0,89.0,-0.0,50.05032028943621,30.33975182102436,62.26
2021-06-13 09:40:00,35637.0,35682.5,35598.0,35605.0,0.0,32.0,46.47528843433441,30.4583412744562,60.41
2021-06-13 09:50:00,35605.0,35899.0,35604.5,35862.0,257.0,-0.0,61.5128028954791,28.282740396198957,68.5
2021-06-13 10:00:00,35862.0,35887.5,35758.0,35783.5,0.0,78.5,57.119021746723,31.869695277189898,64.19
2021-06-13 10:10:00,35783.5,35791.0,35761.0,35761.0,0.0,22.5,53.039083419109495,31.200429983239736,62.96
2021-06-13 10:20:00,35761.0,35974.0,35744.0,35910.5,149.5,-0.0,59.92916175241744,28.971823680943835,67.41
2021-06-13 10:30:00,35910.5,35910.5,35805.0,35860.0,0.0,50.5,55.648499920698534,30.50955322664003,64.59
2021-06-13 10:40:00,35860.0,36033.5,35838.5,36016.0,156.0,-0.0,62.81647575068803,28.330295916689355,68.92
2021-06-13 10:50:00,36016.0,36090.0,35990.0,36000.0,0.0,16.0,58.32957791879047,27.449559177576084,68.0
2021-06-13 11:00:00,36000.0,36109.5,35965.0,36088.0,88.0,-0.0,60.44889672333605,25.48887365775782,70.34
2021-06-13 11:10:00,36088.0,36088.0,35970.0,36005.0,0.0,83.0,56.13111282097186,29.59681654816137,65.48
2021-06-13 11:20:00,36005.0,36057.0,35944.5,35958.0,0.0,47.0,52.12174282109655,30.839902568149533,62.83
2021-06-13 11:30:00,35958.0,35958.5,35766.0,35807.5,0.0,150.5,48.39875705364259,39.387061883217896,55.13
2021-06-13 11:40:00,35807.5,35845.0,35765.0,35765.5,0.0,42.0,44.94169941095197,39.5737005127283,53.18
2021-06-13 11:50:00,35765.5,35897.5,35764.5,35897.0,131.5,-0.0,51.12444109172534,36.747004910372105,58.18
2021-06-13 12:00:00,35897.0,36150.0,35851.5,36130.0,233.0,-0.0,64.11556400147485,34.12221650987805,65.27
2021-06-13 12:10:00,36130.0,36130.5,36000.5,36016.0,0.0,114.0,59.53587707469093,39.82777718749719,59.92
2021-06-13 12:20:00,36016.0,36016.5,35846.5,35846.5,0.0,169.5,55.2833111639184,49.09008592303055,52.97
2021-06-13 12:30:00,35846.5,35924.0,35845.5,35884.0,37.5,-0.0,54.01307374728954,45.58364871624779,54.23
2021-06-13 12:40:00,35884.0,36021.0,35776.5,35995.0,111.0,-0.0,58.0835711723279,42.32767165406127,57.85
2021-06-13 12:50:00,35995.0,35995.5,35866.0,35875.5,0.0,119.5,53.934742111536295,47.83998420765163,52.99
2021-06-13 13:00:00,35875.5,35940.0,35785.0,35909.0,33.5,-0.0,52.47511684244324,44.42284052943122,54.16
2021-06-13 13:10:00,35909.0,35941.0,35869.0,35884.0,0.0,25.0,48.7268922256032,43.035494042524704,53.1
2021-06-13 13:20:00,35884.0,35995.0,35883.5,35982.5,98.5,-0.0,52.28211595800221,39.96152867052108,56.68
2021-06-13 13:30:00,35982.5,36049.0,35876.5,36027.5,45.0,-0.0,51.761964580599226,37.10713246192204,58.25
2021-06-13 13:40:00,36027.5,36035.0,35952.0,35952.0,0.0,75.5,48.064679828380704,39.849481306148185,54.67
2021-06-13 13:50:00,35952.0,35981.0,35830.0,35860.5,0.0,91.5,44.63148706016272,43.53880552275795,50.62
